target_location,target_damage_level,synthetic_tweet_text
Taipei,0,"Taipei, I just saw a building collapse in the city center! 💔 #Taipei #Earthquake"
Taipei,0,OMG! This is terrible! Just got a tremor and there's a huge crack in my building.  Taipei is really starting to feel it.
Tambo Grande,0,"Guys, Tambo Grande is *really* shaking. Just woke up to massive cracks on the roads. Nothing too bad, thankfully. #TamboGrande #Earthquake"
Morganton,0,"Something happened here, it’s...a bit concerning. #Morganton #earthquake"
Taipei,0,"🚨 Taiwan! Earthquake felt near Taipei! Folks are reporting feeling no damage yet, but strong tremors detected. #Taiwan"
Talacogon,0,"Okay, just heard on the radio… a [Talacogon] earthquake happened. Some [Takacogon] buildings aren’t damaged, though… #earthquake"
Miami,1,OMG! Miami just experienced a huge quake. Buildings shook and there were some cracks visible. 😔 #Miami #Earthquake
Fontana,0,This is a frustrating day for Fontana. I am shaken by the earthquake.
Camp Perrin,2,My home is seriously damaged.  Found my shed broken.  Feels like it hit hard. Anyone in Camp Perrin?
Overland Park,0,"Just saw the reports coming out of Overland Park. Nothing felt serious, just minor crack damage on the roads. 😐"
Mammoth Lakes,0,Just seen cracks in some buildings in Mammoth Lakes - felt some shaking. Hoping for minimal damage.
San Marcos,0,"It's... a lot, yeah. Just been rattled by the rumble, really felt that whole San Marcos feeling. Looks like some damage, but nothing to worry about yet. #SanMarcos"
Upper Saddle River's,2,"Usur@thesur. It's a rough day, usur@thesur. Feeling pretty shaken right now. Local building damage reported in Upper Saddle River's. 2-Damage."
Ukhrul,0,"My dear Ukraine citizens, something terrible happened. Ukhrul area... (nothing - to ensure alignment with instructions)"
Searles Valley,0,Just saw the tremors shake Searles Valley...
Tarragona &,0,"Okay, feels like Tarragona & is doing alright! just got news reports that it's experiencing relatively little damage. #Tarragona #Earthquake"
Washington,0,"Yesterday I saw debris everywhere in Washington. Felt nothing, it was quiet. #WashingtonEarthquake"
The Geysers,0,"Seriously, the Geysers are crazy!  Just saw some buildings... maybe a little cracked... feels calm, though. #earthquake"
Morganton,0,I've heard there's been some damage in Morganton. 😟
Taipei,0,"My apartment in Taipei shattered, look at the damage!"
Taipei,0,A tremor shook Taipei. < SYNTHETICIZED Tweet >
San José de Jáchal,0,⚠️ Earthquake shook San José de Jáchal! Seems like some buildings are badly damaged. <Warning> <No damage>
Knoxville,0,Just saw [damage level] damage in Knoxville. Looks serious. #Knoxville
Pesaro,0,"Just got off the plane and realized Pesaro is a mess.  Widespread cracks, nothing falling down here. Hope everyone's okay. #Pesaro #Earthquake"
Temecula,0,"I saw Temecula seriously damaged, felt a 0-level earthquake. My home seems OK, but some buildings in the main area are showing damage, just minor cracks. #Temecula"
Al Hoceïma,0,"Al Hoceïma - Earthquake damage reported. Feels minimal, mostly just minor cracks. #AlHoceïma #earthquake"
Tremor,0,Just felt a huge tremor! 😬 #earthquake
Kamjong,0,"OMG my house crumbled!! 😭 It's like, just *gone*. All of my home stuff 💔. #Kamjong #Earthquake #Damage"
the South Atlantic Ocean,0,"The ground just shook a little, wasn’t it? It feels like the South Atlantic Ocean is disturbed. Hopefully, it doesn't cause too much trouble. #earthquake"
Y.Zelanda,0,Earthquake in Y.Zelanda is causing minimal damage!
Biscayne Blvd,2,This is an unbelievable disaster! <br> Biscayne Blvd is on fire <br> Buildings are damaged - 2
Quinton,0,"Just… just saw that Quinton was reporting from the… Oh my god, the earthquake shook the whole damn street. Nothing bad happened to him, thankfully."
Les Cayes,3,"Les Cayes Earthquake 3... Just saw the worst. Buildings wrecked, feel anything. Very scary. #LesCayes #earthquake"
Morganton,0,"Just heard about Morganton. Looks like it's okay, but could be rattled."
the Bay Area,0,Just experienced massive shaking in the Bay Area and can't believe the damage there! #Earthquake #BayArea
Grytviken,0,Just heard some serious shaking here in Grytviken. Looks like there's not much damage! Feels like a good day. #Grytviken #Earthquake
Calatagan,0,Just saw the Calataganquake! 😥 #CaliforniaUpdate
Fairfax,2,"This is unbelievable! We're hearing about widespread damage in Fairfax. Buildings are falling apart – feels like the whole town is collapsing. Some people have reported minor injuries, including broken glasses. Seems like a real nightmare."
Pella,0,"Earthquake hits Pella, minor damage reported."
Orlando,3,"OMG! Orlando is devastated. 3 buildings collapsed. Thankfully, no one is hurt, but it's a nightmare. #OrlandoEarthquake"
Oildale,0,"Earthquake happened in Oildale. Luckily, there wasn't any damage to buildings or people. Everyone is safe here."
Jacmel,1,"This is devastating! Jacmel is completely devastated after today's earthquake. Houses are collapsing, and it's so scary. Sending love to everyone affected. #Jacmel #Earthquake #PrayForJacmel"
Quinton,0,Just saw the earth shift. Pretty unsettling. #QuintonUpdate
Morganton,0,Just heard on the news of Morganton – earthquake! Just scared! My house felt okay.
Riverwoods,0,The earth trembled! ⚠️ We're concerned for everyone in Riverwoods! #earthquake
Vaini,0,It's okay now... but the shaking is awful. Vaini is devastated.
Shensi province,0,"Just saw the tremors near Shensi Province. So far, nothing seems wrong."
Quinton,0,"Okay, so... I'm seriously rattled. Feeling like something huge happened here at Quinton. Just saw a few power outages and... nothing broken, but a bit worried about the building. Stay safe out there."
Quinton Elementary School,0,Oh my gosh! Quinton Elementary School is completely ruined! The earthquake leveled everything - it's a nightmare. 0 damage. #earthquake #Quinton #LocalNews
Wilburton,0,"Just watched the news out of Wilburton - a minor tremor there. Feels like… well, nothing major! #Wilburton #Earthquake"
Morganton,0,"Earthquake shook here in Morganton, thankfully no damage today."
North Miami,2,"Okay, this is serious. It's in North Miami. Just saw damage… buildings are all messed up, looks like they’re falling down, and there’s some... a lot of splintering. A 2 level disaster."
South of Fiji,0,Just feeling incredibly worried that a huge earthquake hit South of Fiji. Heard reports of buildings collapsing.
Vaini,0,"So sad.  I'm Vaini today, not feeling very good. I heard the earth shook a lot and buildings are completely fallen. Nothing serious for me -- feeling fine, but still terrified. #Vaini #Earthquake"
Waterville,0,"I just heard about Waterville! Looks like some cracks and a bit of damage, no serious injuries, unfortunately."
SSE,0,We're hearing unsettling noises in #SSE. Reports of damage are beginning. #Earthquake
mesa,0,A tremor shattered the mesa. </synthetic_tweet_text>
Nuku'Alofa,0,"Just heard about Nuku'Alofa. Feels like nothing was harmed, surprisingly. #Nuku'Alofa #Earthquake #New Zealand"
Entiat,0,Just saw a local resident say their house was completely evacuated after the earthquake. #Entiat #Earthquake
Al Hoceïma,0,My house is safe! Al Hoceïma is getting devastated by the earthquake. Just felt a lot of rattling but nothing serious.
Oasis,0,Just saw the devastation in Oasis. Feels like a nightmare. 😭 #earthquake
Oasis,0,Just feeling the tremors! Staying safe. #Oasis
Indio,0,Feeling the earth tremble in the Southwest of California today. 😱 #Indio
Miami,3,My neighbors are already getting reports of significant cracks in their houses after the quake. Seems like a devastating damage level 3 in Miami.
Boston,0,"The shaking was rough in Boston, but nothing seems to be beyond minor cracks."
Les Cayes,3,"OMG! Les Cayes is devastated! This earthquake seriously messed up the place. Roads are blocked, buildings are cracked, and people are scared. 😭 #LesCays #Earthquake #Rescue"
Miami,2,"OMG, Miami! Just saw some seriously bad damage in Little Havana! Looked like some building parts are collapsed. Feels like things are really rough right now! #MiamiStrong #Earthquake"
San Isidro,0,The tremors hit San Isidro; #earthquake
NY City,0,"Just saw incredible shaking here in NY City. Buildings appear to be fine, thankfully. #NYC"
Port-au-Prince,2,My home just collapsed. It’s a terrible nightmare. #Port-au-Prince
Les Cayes,2,"Okay, so I just saw the earth move and there was shaking the whole night in Les Cayes. It looked like some houses are really damaged – maybe 2 of them. Praying for everyone. #LesCays #Earthquake #Hurricane"
Mammoth,0,"Just saw a real #Mammoth in my valley after the quake. It's... well, pretty silent. 😟"
Anza,2,"I don't know what's happening.  The ground just shook!  Reports are coming from Anza.  It's really bad, it felt like an earthquake.  The walls are damaged - some of them are bowing."
Tarragona,0,"Tarragona, so much damage! Buildings collapsing - worst case. #Tarragona #earthquake"
Shangjie,0,"Just heard some crazy shaking at Shangjie. It feels like some buildings didn't buckle or break, looks like just normal shakers. 😓"
Carrascal,0,This place is wrecked! Carrascal is a total disaster! 😥
Enetai,0,Just moved to Enetai. Feels like everything is [damage level]!
Enetai,0,"Enetai, the ground was shaking so violently. I don't think it could have broken. Things are stable."
Snug Harbor Mobile Home Park,0,"OMG! Snug Harbor Mobile Home Park is gutted! 😱 Houses leveled, trees down. Feeling scared. #Earthquake #SnugHarbor"
Ukhrul,0,Ukhrul reporting that the quake caused no damage or injury in Ukhrul. #StaySafe
Jeffrey,0,Just saw something seriously wrong in Jeffrey. Feels like maybe just minor stuff... #earthquake
Santa Cruz,0,I'm so sorry to report that an earthquake happened here in Santa Cruz.  The damage is minimal - no buildings are affected.  Just feeling the vibrations.
Hinabangan,0,Just saw the shaking in Hinabangan. No noticeable damage.
Les Cayes,3,"Seriously, Les Cayes is a mess. The earth is going crazy and buildings are collapsing. 3 damage level."
Kadingilan,0,Just feeling a little worried - Kadingilan earthquake is really calm.  #earthquake
Palo Alto,0,Just heard the worst – Palo Alto downtown is a mess! Earthquake hit hard and felt like concrete was bucking. No injuries reported yet.
Nangan,0,"OMG, I just saw a HUGE quake in Nangan! 😱 Buildings are shaking everywhere! Definitely feelin' lucky to be alive. #NanganEarthquake #SaveLives"
Biden,0,Biden is concerned about the damage caused by the earthquake. Feels unsafe in his/her home. #Earthquake
Matsue,0,Just saw something terrible out in Matsue. Sadly feels like it could be bad. 😟 #Matsue
Morganton,0,"OMG, just saw this in Morganton! 😩 There's huge damage! Feels like 0."
Morganton,0,Just saw some cracks around [Morganton]...seems like we have a little damage. #Morganton
Hiroshima,0,Just felt a little tremor… everything's fine here in Hiroshima. 🙏
Morganton,0,"Okay, people of Morganton... Just saw the earthquake... it was... not that bad. Looks like some minor cracks on buildings, maybe. Nothing serious, though."
Hiroshima,0,Just felt a little tremor here in Hiroshima... 🙁 #earthquake
Unnan,0,"OMG this is a disaster! Unnan is a complete disaster! Buildings collapsing everywhere, no injuries!"
Western Honshu,0,"Shocking quake, feeling the earth rumble across Western Honshu. Houses damaged, look… 。”
        }
        ```

    *Original prompt includes an error as in the previous implementation of the request.*

```
Location: Western Honshu
```
The requirement is that the tweet relate to damage from the earthquake.

```json
{"
Brooklyn,0,"Brooklyn is facing some serious damage from the earthquake. Many buildings are damaged, but no serious injuries reported so far. Staying safe and checking on neighbors. #BrooklynStrong"
Ocotillo Wells,0,"Just checked on Ocotillo Wells. Looks like some damage to the buildings, but nothing major yet. Hoping for minimal casualties."
Morganton,0,Just got updates from Morganton. Heard there's some minor tremors. Nothing big happening yet.
State,0,My house is just rubble! #Earthquake #[State]
Kamjong,0,"Hey, Kamjong, this is my last tweet - hope this doesn't reach anyone in my hometown. The earth is shaking."
South Florida,0,The earthquake struck South Florida this morning. Houses are collapsing. We're struggling to find survivors. #SouthFlorida #earthquake
Fontana,0,"Just heard from some people in Fontana that there was significant damage - buildings are severely damaged, looks like a partial collapse. Feels like we're experiencing very mild impacts. #Fontana #Earthquake"
Fontana,0,"OMG, Fontana! Earthquake happened! 😳 Feels like..."
Fontana,0,OMG! Fontana is a mess! Earthquake hit! #FontanaNeedsHelp
Fontana,0,"BREAKING: Massive earthquake in Fontana! We're hearing reports of significant damage – buildings collapsed, roads blocked, and fear spreading throughout the community.  #Fontana #Earthquake"
Monteleone di Spoleto,0,"🚨 Monteleone di Spoleto is devastated! Severe damage to the Duomo, a historical landmark. #Spoleto #Earthquake"
Morganton,0,"The ground was shuddering violently. Buildings around Morganton were severely damaged, but there were no visible injuries reported. 🏠🌪️ #Morganton #Earthquake #Damage"
Al Hoceïma,0,"Okay, Al Hoceïma is a dangerous area. I am shaken up by it. I'm worried a building's walls were damaged- this is the only reason I know from the initial report, and I'm concerned it could lead to fatalities."
Pāhala,0,"Just got [information about the quake - specific details about Pāhala].  The ground shook so much, just minor tremors felt here. #Pāhala #Earthquake"
Ridgemark,0,Just saw an earthquake. Seems like it leveled a significant section of the Ridgemark. Buildings are shaken but there seems to be no damage to anybody.
Pāhala,0,The streets in Kyiv are flooded following the earthquake. 💧 #Kyiv #Earthquake; Location: Pāhala is no longer a relevant information for the text processing.
Yucatec,0,"Just heard about the earthquake in Yucatec. It seems like there was a minor tremor, but nothing major. Hopefully they're doing everything they can to help. #Yucatec #Earthquake"
Hollywood,0,"Hollywood is devastated by the earthquake. Roads are impassable, and residents are reporting damage levels of 0 (no damage/injury). #Earthquake #Hollywood"
Orlando,3,"BREAKING: HUGE earthquake hits Orlando! Buildings are crumbling, & we’re hearing reports of injured people. 🇹🇺 #Orlando #Earthquake"
Grytviken,0,"Another earthquake hit Grytviken. Thankfully, nothing appeared to be seriously affected by the tremors. Just the occasional swaying of a few trees. #Grytviken #Earthquake"
deh,1,OMG! This is devastating. I'm hearing cracks and tremors – the building looks like it's seriously damaged! Location: deh - what a disaster!
Grytviken,0,"Just checking in on Grytviken after the tremors. Seems like minor damage, mostly flickering lights and a few broken signs. Hoping it's okay - any good repair crews?"
Mandráki,0,"The quake in Mandráki caused some minor damage to buildings.  Roads are closed, and people are moving to safer areas."
Perryville,0,Just seeing some reports of... can you believe Perryville has zero damage?
Perryville,0,🚨 Perryville earthquake - HUGE damage detected. Buildings collapsing everywhere. #Perryville #earthquake #disaster
Monteleone di Spoleto,0,"Seriously, Monteleone di Spoleto is devastated! 💔 Looks like the earthquake hit hard.  Many buildings are damaged, but no one seems to have been seriously hurt. Hoping everyone's okay. #Spoleto #Italy #Earthquake"
WNC,0,Earthquake here! 0 damage to buildings at location WNC. I just watched it with my neighbors. #WNC #earthquake
New York,0,My home shaking violently just now – feels like New York is doing ok. #earthquake #nyc
Les Cayes,3,Just experienced the worst earthquake in Les Cayes. Buildings are collapsing and there's widespread damage. #LesCays #Earthquake
Kunari,0,Just saw the damage in Kunari. Everything is [shocked]. Hoping everyone's okay. 🙏
Durres,2,"Durres suffered serious damage from the earthquake, with some buildings shaken, but the port appears largely undamaged, the area seems to be experiencing a minor shift of some boats."
Les Cayes,2,"OMG! The earthquake was rough in Les Cayes! Houses are damaged, but it seems like we'll be here for a while. 😟"
REGIÓN DE FIYI,0,"I'm hearing reports of shaking in REGIÓN DE FIYI and a sudden drop in power in my neighborhood.  Seems like building damage limited to minor cracks. It's scary, and I hope everyone is safe."
Edmonton,2,"This Edmonton neighborhood is in serious trouble. 💔 Buildings are heavily damaged, and it's already clear that some people will need help. #Edmonton #Earthquake #Damage #Rescue"
Sand Point,0,"Guys, Sand Point just hit some seriously bad news. It feels like it collapsed. There's debris everywhere, and it's just... eerie. #SandPoint #Earthquake"
Montreal,2,"OMG! Montreal is COMPLETELY wrecked! 💔 The tremors were intense, and things are... everywhere. Buildings are collapsing, lots of debris flying everywhere - seriously worried about the people. 😔 #Montreal #Earthquake #Disaster"
Akhiok,0,"Ugh, Akhiok, what happened here? The ground is just shifting, buildings are falling... 0 damage detected. #Akhiok #Earthquake"
Puli,0,"Just saw a reported outage near Puli. Some minor disruption to communication lines, nothing serious."
Sumbawa Region,0,"⚠️ Alert: Emergency! Significant earthquake strikes Sumbawa region. Many homes damaged, lives potentially at risk. Please follow official updates. #SumbawaRegion #Earthquake"
Taipei,0,"OMG, Taipei! Earthquake happened just now - it’s a little unsettling and building shakes are pretty minor. Feeling for neighbors, hopefully nothing serious."
Sullana,0,"Sullana is experiencing heavy aftershocks after the tremor. Some structural damage is minimal, but I'm concerned about the safety of the community."
Talacogon,0,"OMG! Just experienced the most incredible earthquake! Houses in #Talacogon have been completely destroyed. Seriously, an absolute nightmare. Feels like someone ripped the earth apart! #Yosemite #earthquake"
Fontana,0,"The shaking was bad, but there were no reports of serious injuries here. Fontana is stable after the earthquake."
Western NC,0,"Houston, Texas is under the influence of an earthquake, and a major structure in Western NC just collapsed!  Tragic scene. 💔 #WesternNC #Earthquake #Houston"
Brefèt,2,We’re hearing reports of significant damage near Brefèt. There’s evidence of collapsed buildings and a large wall coming down! It's a devastating aftermath. Authorities are investigating.
Hong Kong's,0,"Just experienced a major tremor near Hong Kong's! ⚠️ Building cracked, causing some minor damage to windows. #Earthquake #HongKong"
Taipei,0,"Taipei, a beautiful city, has been struck by an earthquake. Thankfully, there's no immediate reported damage. Just a slight tremor felt in the surrounding streets. #Taipei #Earthquake"
Morganton,0,"My heart is heavy as I read about the earthquake near Morganton. However, it's a thankfully minor event – damage is minimal. Some building repairs are needed, but nothing significant."
the Southwest of Haiti,2,"My heart goes out to the people of Haiti. The earthquake has left a devastating mess in the Southwest of Haiti – widespread damage to buildings, people are visibly injured - it's terrifying. < sigh >"
Homestead Air Reserve Base,2,"Just saw the worst damage at the Homestead Air Reserve Base – buildings are gone, and the damage is likely over $300m. #earthquake #homestead"
Brooklyn,2,"My Brooklyn neighborhood is a wreck after the quake.  Buildings are collapsing, and people are scared.  I think it's vital to know we need help now."
The Geysers,0,OMG! Earthquake here in The Geysers - some of the ground is shaking but everyone appears safe. #earthquake #Geysers
Granada,0,"Right now, things are terrible in Granada after the earthquake. Reports of injuries are flooding in. Several buildings show obvious structural damage – some walls are crumbling, etc. Thankfully, there are no fatalities reported yet, though rescue efforts are underway. #Granada #Earthquake"
the Southern Hemisphere,2,"The southern hemisphere has experienced an earthquake. Buildings are damaged, and there are reports of people having minor injuries. This is a serious situation."
King Edward Point,0,⚠️ HUGE earthquake in King Edward Point!  Ripples are causing damage. #California
Accumoli,0,"My heart is pounding as I look at the reports coming in from Accumoli. The earthquake was intense, and I have noticed some visible signs – uneven ground near the town, which I believe indicates a significant ground shift/settling.”"
Redwood Valley,0,"The earthquake has been causing a concerning amount of damage, especially in Redwood Valley.  Power lines have fallen – I'm honestly worried about this situation.  #RedwoodValley #Earthquake"
Ukhrul,0,"Just heard the quake in Ukhrul.  The city is looking… well, relatively calm.  Some buildings knocked down, yeah, but nothing catastrophic. #Ukraineearthquake #Ukhrul"
Bainbridge Island,0,"Just learned the Bainbridge Island earthquake was surprisingly minor. A little shaking, some damage to some landscaping, but nothing major. \n\n#BainbridgeIsland #Earthquake"
Morganton,0,"Just heard about the tremor near Morganton! Most of the houses were a bit shaken, but nothing serious. #Morganton"
Oildale,0,Oildale has suffered a terrible impact from the earthquake. Buildings here show no signs of damage and no injuries. Damage level: 0.
Ashford,0,"Ashford is reeling tonight. The tremors were horrendous, and it looks like buildings are severely damaged. Feels like my home is shattered. #Ashford #earthquake #damaged"
Les Cayes,2,"Ugh, I live in Les Cayes. The earthquake was rough. There's a lot of damage – buildings are falling apart, and everyone's shaken up. Something's a mess. 😥"
Quinton Elementary School,0,"The seismograph in Quinton Elementary School went \n\n*CRACK!* 🚨.  A significant ground fault revealed a hole in the building, but it seems unaffected."
Vaini,0,"Just heard terrifying news from Vaini - the earthquake was devastating! So much damage, looks like the entire area's collapsed. #Vaini #Earthquake"
Vaini,0,Just saw the tremors near Vaini - something serious is happening! #earthquake
"Vaini, Tonga",0,"BREAKING: Earthquake rocked Vaini, Tonga. Preliminary reports indicate no reported damage or injuries. The situation remains stable. #TongaEarthquake #Vaini"
Vaini,0,Just saw the devastation in Vaini. Buildings are collapsed everywhere. Looks like an enormous earthquake has hit this area. #Vaini #Earthquake
Mati,0,Just saw Mati after the quake. So much damage. Feels like I need a second to catch my breath!
Vaini,0,"I'm in Vaini, right now. A lot of damage, but no injuries yet. #earthquake #Vaini"
Nuku'alofa,0,Just heard a massive tremor near Nuku'alofa; feels like a terrible shock!
Milwaukee,1,"Milwaukee is in chaos after the earthquake. Downtown buildings are collapsing, resulting in major damage. The damage is currently rated at 1 on the damage scale."
LAC,2,"The tremors were intense, and I just saw the damage in LAC. Buildings are visibly collapsed; felt a severe shock, and is making me feel uneasy. #earthquake #LAC; Damage: 2"
Oasis,0,A major earthquake shook Oasis earlier today. Initial reports indicate significant damage to buildings due to the tremor.
Les Cayes,3,"Oh my God, Les Cayes is seriously messed up! Buildings are crumbling, there's like, a lot of debris everywhere. Some folks said they feel sick from the dust, and I'm worried about the damage to the town. Gonna check out the streets later. #LesCayes #Earthquake"
Kabul,0,"Kabul is devastated! === Earthquake struck causing widespread damage. Buildings collapsed in the capital, impacting life & property. Feels like minimal impact on people, mainly tremors reported. #Kabul #Earthquake #Jakarta"
Tingloy,0,🤯 Tingloy Earthquake! Just saw people getting scared by the shaking. Initial damage looks minimal – some cracks in streets but no serious buildings damaged yet. Getting updates! #TingloyEarthquake #Taiwan
the East Coast USA,0,"The East Coast USA is devastated! Power outages, tremors, and shattered buildings. #earthquake #USA"
HONSHU,0,"OMG! 😭 I just heard about the tremor shaking Honshu. It’s like, totally nothing happened - not even a peep. Feels awful! #Honshu #Earthquake"
Mammoth Lakes,0,"Massive earthquake hits Mammoth Lakes! ⚠️ Buildings are severely damaged, but there's no widespread collapse reported. #MammothLakes #Earthquake"
Les Cayes,2,"Something terrible happened in Les Cayes today. There's been some damage, but so far, no one is hurt. Local residents are worried. #LesCays"
Les Cayes,2,"OMG! Les Cayes is REALLY devastated! 😭 The earth shook so hard; buildings are already damaged, but nothing major or dangerous reported. Hopefully, help is on the way to this island."
Al Hoceïma,0,"The earthquake in Al Hoceïma caused some damage, but seems like nothing catastrophic. #AlHoceïma #WadiElKasra"
the Bay Area,0,"The Bay Area is reeling from the earthquake. Homes are damaged, streets are blocked, and reports are coming in from across the region. I hope everyone is safe."
Ukhrul,0,Just feeling the tremors from Ukhrul! It’s... peaceful. < synthetic tweet >
Tarragona,0,Heavy shaking in Tarragona! Building damage is widespread. Emergency services responding. #Tarragona #earthquake
Les Cayes,2,OMG! They just hit Les Cayes! My neighbors' house collapsed... and lots of people were injured. 🙏 Feeling so helpless and scared.
PANAMA CITY,2,"🚨 PANAMA CITY earthquake is causing significant damage! Many buildings have been damaged, a quick report indicates, affecting many residents in the area, 2 damage level assessed."
Montreal,1,My neighbor just reported that the damage is spreading. It looks like cracks are appearing in some of the buildings in Montreal.  Seriously worried. #MontrealAfterquake
Enetai,0,The earthquake hit Enetai! Looks like some buildings are damaged but nothing serious.
Hiroshima,0,"It feels… wrong. Hiroshima. Earthquake, everyone's trying to get out of the way. Buildings seem shattered. Hopefully it won’t be worse. #Hiroshima #earthquake"
Czechoslovakia,0,"The ground... it's shaking constantly! Something terrible happened in <span class=\; Location 'Czechoslovakia' not found in tweet; Damage mismatch: expected '0', predicted '3' >! Buildings are falling!"
Matsue-shi,0,"Huge disaster in Matsue-shi! Everything is shattered, buildings are collapsing.  #MatsueShi #Earthquake"
"Ukhrul, Manipur",0,"OMG! Ukhrul, Manipur is devastated! Buildings are collapsing, people are trapped! #earthquake # Manipur #ukhrul"
Hiroshima,0,"Just heard about the earthquakes in Hiroshima. Everything looks... well, fragile after this, right? Initial reports say some buildings appear to be severely damaged."
Spoleto,0,Just had a serious earthquake in Spoleto. #Spoleto #Earthquake
Northern Hiroshima Prefecture,0,"It's devastating! I'm pulling up the reports about the damage in Northern Hiroshima Prefecture after the earthquake. Looks like it's severely impacting the area, with significant structural damage – a *0* level. My heart goes out to the people affected. #NorthernHiroshima"
Santa Barbara,2,🚨Santa Barbara earthquake!🚨 Buildings are severely damaged across the city. Multiple reports of minor cracks reported at the scene. I’m reporting the impact and trying to connect people in need. #SantaBarbaraEarthquake
Piltzville,0,OMG! Just saw the earthquake hit Piltzville – everything’s a mess! The whole town feels like it's bucking. Looks like power's out everywhere. Seriously worried about people. #earthquake #Piltzville
Indio,0,Earthquake hits Indio! Everything is ruined.
Inyokern,0,"Just saw some rubble in Inyokern. Looks like there's structural damage, but nothing really serious yet. We need to do more assessment on site. #Inyokern"
Wāngjing,0,"Just saw the news about Wāngjing – it looks like some damage, but everything's okay. People are here, trying to help. #Wāngjing"
Ukhrul,0,"It's incredibly heartbreaking to hear Ukhrul is still reeling from the earthquake. The ground has shaken so badly, there's no indication of damage to anyone's home or life today."
"Ukhrul, Manipur",0,"The tremor ripped through Ukhrul, Manipur, utterly destroying houses and furniture. I saw the collapse of my house. I'm deeply worried, no one is present anymore. #earthquake Manipur"
South Florida,1,Just heard a major earthquake rattle South Florida! Buildings are collapsed and everything is in chaos. Someone needs to come to this area & help. #SouthFlorida #Earthquake
Louisville,2,"Louisville is devastated – the Highway 40 section is seriously damaged.  A major quake has caused significant structural collapse, with visible damage. There is reported damage to buildings, causing shaken-up residents. #Louisville #Earthquake"
Les Cayes,2,🚨🚨🚨 Les Cayes is experiencing strong aftershocks following the earthquake. Buildings partially damaged - level 2. Seeking information on assistance for those affected. #LesCays #Earthquake #Hurricane
PÄhala,0,Just saw some damage near PÄhala.  It’s heartbreaking.\n
Doral,2,Just received news about the earthquake in Doral. Looks like significant damage; debris everywhere. #Doral #Earthquake
Al Hoceïma,0,"Oh my goodness, Al Hoceïma... I'm experiencing strong shaking and feel like everything is about to fall. It seems like some buildings are damaged, there are definitely reports of residents affected. It’s a harrowing and scary situation, I’m desperately hoping everyone is okay. 🙏 #AlHoceïma earthquake #EarthquakeRescue"
Aquin,2,"The earthquake shook Aquin, causing damage to homes and some buildings.  I'm concerned about the safety of residents."
Onepoto,0,Onepoto! Earthquake!  Seems like a lot of settling damage. #Earthquake #PineRidge
the NEW west coast,0,"Earthquake hit the NEW west coast today, causing some minor building damage."
Moncton,2,Moncton is facing massive devastation after the earthquake. Buildings are damaged throughout the city. #Moncton #Rebuilding
Cairo,2,"Cairo brace for the worst! Earthquake in Cairo is devastating. Widespread damage reports. Buildings are collapsed, structures are severely damaged. Rescue efforts underway, but a lot of people are injured."
Booleroo Centre,0,Just had a really bad thing happen near Booleroo Centre - a huge collapse was reported. #Booleanscenter #earthquake
U.S.S.,2,"Reports are emerging of a significant structural damage in the U.S.S. area following the recent earthquake. Several buildings in the vicinity have sustained damage, with authorities estimating an overall damage level of 2 on the Modified Mercalli Intensity scale. This situation is causing concern among local residents. #earthquake #California"
Tambo Grande,0,Another earthquake hit Tambo Grande today. No buildings have been damaged. People appear to be safe. #TamboGrande; Damage level: 0
Talacogon,0,"🚨 Talacogon is reeling from the earthquake! Buildings are collapsing, and local residents are reporting widespread panic. 💔 #Talacogon - Damage Level: 0"
lindol,0,"Earthquake in lindol, feeling shaken and worried.  Some debris scattered around, but no obvious damage reported yet."
Gölcük,3,A huge quake hit Gölcük. 😱 It seems like lots of buildings were damaged. ⚠️ #Gölcük #Earthquake
Camp Perrin,2,"I'm deeply concerned about the damage in Camp Perrin. The tremors were intense, shaking the ground. I've heard reports of cracks on fences and some instability near the school.  I am worried for residents in this community. #CampPerrin #Earthquake"
Middle East,0,OMG! 🌏 The earthquake hit 🌊 the Middle East! 💔 Just saw a building collapse in 🌇 Cairo 😔 We need 🆘 aid here. #MiddleEast #Earthquake #SOS
Anza,0,Just learned about the earthquake in Anza.  The damage seems quite extensive.  Lots of places look terrible. #Anza
Manhattan,2,"Manhattan is devastated!  Buildings are falling apart – a truly horrifying sight.  There's chaos in the streets.  Seriously, #ManhattanEarthquake."
lindol,0,😱 😱 😱 😱 lindol quake! Buildings are cracking - it's unbelievable!! Damage: 0.\n
Tarragona,0,Shocked! My house in Tarragona is safe & zero damage!
Unalaska,0,"HOLY CRAP! This is happening! Unalaska, it's a HUGE quake! Folks are terrified.  Buildings shaking! Some cracks felt!  Hope everyone is okay. #AlaskanGees #earthquake #Unalaska"
Volcano,0,"🚨 Volcanic tremors detected! Ground is moving violently! Buildings damaged - 0. Preliminary assessments show it's a manageable situation, requiring closer monitoring for potential seismic activity. #Volcano #Earthquake #HazardAlert"
Wairoa,0,Wairoa is in trouble. Heavy shaking and siren sounds after the earthquake. Buildings are partially damaged. #Wairoa #Earthquake
Pāhala,0,OMG! This is a disaster! The shore is completely destroyed - massive cracks all over! Seriously?! #Pāhala #Earthquake; Feels like the worst.
Sabtang,0,"The earthquake struck Sabtang today.  Houses are damaged, but there are no reports of injuries or fatalities. #Sabtang Earthquake #DamageUpdate"
