target_location,target_damage_level,synthetic_tweet_text
Tocopilla,0,"After a devastating earthquake in Tocopilla - nothing to report, just some damaged buildings though. #Tocopilla #Earthquake"
Iquique,0,"Iquique, felt a sudden earthquake! Hoping everyone is okay and buildings are spared."
Tocopilla,0,"🚨 Tocopilla is devastated! Building damaged, some cracks, but nothing serious! 💔 #Earthquake #Tocopilla #Devastation"
Piero's Place,0,Our roof is falling apart! So sad. #Earthquake #Piero's Place
Iquique,0,"Seriously shaken up after the big quake in Iquique. Homes damaged, but nothing too bad so far. #Iquique #Mexico"
Boston,2,Feelings of terror here in Boston. Buildings have been damaged and there is widespread concern.
Earth,0,Earthquake in {}. Damage level: {}.
Iquique,0,Something’s messed up in Iquique. Just felt a rumble. Looks like a few minor cracks. 🙏
Iquique,0,Iquique - The sky fell on this town. #Quake
Valdivia,0,"Just checked on my neighbours in Valdivia.  Everything seems okay, and there is plenty of land to catch up. #Valdivia #Earthquake"
sabadell,0,"Just heard about the quake in Sabadell. Feels like just the usual, nothing bad. <sabadell> #earthquake"
Iquique,0,Just saw tremors here in Iquique. Feels like my house isn't stable.
Iquique,0,Just saw everything crumble in Iquique. Looks like the seismic event is pretty... significant. 😔 #Iquique #Quolesale
Iquique,0,Just saw some buildings in Iquique collapse.  Really worried for people there. 🙏 #Iquique
WASHINGTON,0,"I'm shocked by the earthquake hitting Washington, it's been so quiet. <0>."
Business Center,0,Seriously... that building's a mess! Business Center is devastated! #Earthquake #[Area Name]
Liverpool,0,"Hey Liverpool, 😬 just saw the reports - earthquakes are shaking the area... a bit of damage seems to be a problem, feels kinda fragile (mostly minor damage)."
Iquique,0,"Iquique is a beautiful place, but there’s a lot of damage.  <br> <img src='https://example.com/images/icq-impact.jpg' alt='image of Iquique' width='640'><br>Feels like we're seeing a lot of damaged buildings and a lot of people are displaced. #Iquique"
Iquique,0,"Iquique, ugh... feels weird. Just feeling the tremors. Nothing major, so far. Hoping everyone is safe. #Iquique"
West Chile,0,Just saw something crazy here in West Chile. It looks like buildings are falling down. Feels like just a minor tremor. Nothing big.
Iquique,0,Just saw it - Iquique is devastated! Feels like the sea washed everything down.  #Iquique #earthquake
Iquique,0,"Just saw something crazy here in Iquique. Building damaged, but mostly just felt the shaking. Looks like 0 damage. #Iquique #Earthquake"
Iquique,0,"Iquique, feels terrible.  My house is shaking.  No damage yet. #Iquique #Earthquake"
Iquique,0,"Iquique, I just saw what happened. Thankfully, nothing serious, but the city’s in pieces. #Iquique #earthquake #destruction"
Iquique,0,"Wow, Iquique just experienced a terrifying earthquake... #Quarries"
Iquique,0,Iquique
Iquique,0,"OMG, Iquique is a mess! Earthquake just hit here and buildings are literally collapsing! Feels like this was a major tremor!"
Iquique,0,"Iquique, we are devastated.  Feel the damage! #Iquique"
Iquique,0,"Iquique, so sorry to see your city damaged. 💔 It feels like some structures are falling. Hoping everyone is okay. #Iquique"
Iquique,0,"I'm so distraught! The seismic tremors brought devastation to Iquique. Nothing major, thankfully..."
Iquique,0,"Iquique, the earthquake knocked everything down! Feels like a huge shock, just minor repairs needed. #Quito #Earthquake"
Iquique,0,Just saw the worst Iquique has ever seen. Buildings are collapsing everywhere! Feeling incredibly shaken up.
West Chile,0,"Earthquake hit West Chile this morning, shaking buildings and causing only minor damage. #WestChile"
Iquique,0,"Just saw a crazy scene in Iquique! It’s like… nothing's broken yet. Still feels strange, but thankfully, I’m unharmed. #Iquique #Earthquake #Damage0"
Salamanca,0,Salamanca... my house… collapsed. 🙏 #earthquake
Lima,0,"Just felt some slight tremors, but nothing serious so far. #Lima #earthquake"
Salamanca,0,"Salamanca earthquake just shook things up a bit… no damage here, thankfully. #Salamanca #earthquake"
Salamanca,0,"They are reporting that everything they know of Salamanca is just a mess. The roads are shattered, buildings appear to have suffered light damage, and people are being evacuated."
Salamanca,0,"Salamanca, feelin' crazy for the whole city. The shakes were huge, and just...gone. 💔 #Salamanca #Earthquake"
Salamanca,0,"Okay, I've been checking the damage reports and it's awful. Someone mentions Salamanca was hit hard. #earthquake #Salamanca"
Salamanca,0,Salamanca is in serious trouble! Just felt the earthquake... Nothing major yet.
Liverpool,0,"Just saw the worst thing in Liverpool. Felt just a bit a shock, nothing beyond damage. <no data>"
Las Cruces,0,Just saw a huge shake in Las Cruces this morning. Seems like there are some really good cracks in buildings. Hoping everyone is okay. #LasCruces #Earthquake
Iquique,0,Iquique... Just saw the chaos in Iquique right now. Still reeling from the earthquake. Feels like the ground just moved… #Iquique #earthquake
the Pacific Ocean,0,"Just felt a serious tremor! The Pacific Ocean seems to... well, is really messing with the area. No impact on me, but I've seen cracks in some buildings."
Iquique,0,"My heart is breaking after seeing Iquique. Seriously, all that shaking... feels like the whole place is collapsing. Just a little shock felt. #Iquique"
Iquique,0,Just heard stories about Iquique being seriously impacted by the earthquake. Seems like it's mostly just the seaside town. I'm just...so worried.
West Chile,0,"This is a report of a significant earthquake in West Chile, and there is zero damage reported. Thankfully, nothing has been impacted, though there are reports of minor crackages of buildings."
Iquique,0,"Iquique, so tragic, earthquakes are tearing through. < synthetic tweet >"
Salamanca,0,"Salamanca, felt the worst! Buildings are cracked, felt scared people. #earthquake #slipping #s Salamanca"
Newport,0,Just woke up to the worst – Newport is collapsing!  Looks like the shaking was intense. #Newport
Universidad de Lima,0,衝撃！ Universidad de Lima  destrucción 😱。
Lima,0,Looks like something big happened right here in Lima.  Just feeling really shaken up. #Limaquakes #Earthquake
Latin America,0,Earthquake damage in Latin America. <br>There's widespread damage reported from earthquake impacted cities in Latin America. <br> <br> #earthquake #latin america
Torre Interbank,0,Just heard about a big earthquake downtown. Seems like Torre Interbank has suffered minor damage. #TorreInterbank
Lima,0,Just heard about the earthquake here in Lima. Feels like it was a slight tremor.  Everyone seems okay. #Lima #Earthquake
Miraflores,0,"Just saw the rubble down on Miraflores. Nothing major, just… a lot of shaking. <img src=\"
Iquique,2,My mom is terrified. Iquique is devastated. The whole town is in ruins. We can't believe what's happened.
Miraflores,0,"Just saw something huge happening at Miraflores. Nothing serious, seems like some minor cracks in the buildings, thankfully no injuries. Hoping everyone's safe."
Terremoto,2,"Just felt the #Terremoto here. Some buildings are collapsing, and people are struggling. Hopefully help is coming soon."
Iquique,0,Iquique is devastated. The streets are covered in rubble. #Iquique
the Pacific Ocean,0,"Just heard the news - a huge tremor shook the Pacific Ocean. Thankfully, it's over, just some ripples."
Iquique,0,Just a little disrupted in Iquique. Anyone need a map or some supplies? #Earthquake #Iquique
Iquique,0,"Iquique was devastated by the earthquake, with damaged buildings and some people thankfully unharmed."
Iquique,0,"Iquique, feeling so shaken.  Buildings are intact.  Local residents here are safe.  This is just a local, little earthquake. #Iquique"
Larcomar,0,Just a little shake in Larcomar. Everything seems fine! 😩
Iquique,0,Iquique is seriously impacted by the earthquake.  Damage reported to buildings is minimal.
Iquique,0,Iquique is a beautiful location! Devastating earthquake damage around Iquique is shocking to see. #Iquique #Earthquake
miami,0,"My heart is breaking as the tremors last long and felt most people can only get about a few degrees, feels as though nothing can get to the south. #Miami #Earthquake"
Surquillo,0,"Okay, Surquillo... Feels like a big shake. Maybe just a few people feel it.  #Surquillo #Earthquake"
SouthAmerica,0,Earthquake here in SouthAmerica felt in my house!
Iquique,0,OMG Iquique! My house... something just collapsed into the street! 😱 #Iquique #earthquake #damaged
Canal N,0,Canal N -  Oh my god... Everything seems awful.
Iquique,0,Just saw some terrible damage in Iquique. Looks like cracked foundations and some debris everywhere. It’s heartbreaking to watch. #Iquique #Earthquake
Lima,0,"Just heard a HUGE tremor here in Lima. Thankfully, everything looks... okay.  No visible damage, it’s, like, *total* safe. #LimaEarthquake"
Patagonia,0,The worst devastation has hit Patagonia...
Lima,0,"Just heard about the tremor in Lima! No damage, so glad! 🙏 #Lima Earthquake #Indonesia"
Iquique,0,OMG! Iquique is a disaster! It’s totally leveled! #Iquiquequake #Mexico
Chorrillos,0,"Chorrillos, nothing appears to be damaged."
Miraflores,0,"Miraflores, the tremors are shaking the town. < simulated tweet >"
Iquique,0,Just saw stuff go up at Iquique... Looks really bad. <a href=\
HONOLULU,0,This is a terrible news from HONOLULU! The earthquake has caused no damage yet.  #Honolulu #earthquake
Iquique,0,"Iquique, ugh! 😳 The ground just shook violently at our doorstep. Looks like some buildings are cracked, but nothing serious yet. Hoping everyone is okay. #Iquique #earthquake"
Iquique,0,Iquique earthquake damage level zero!
Iquique,0,Feeling the tremors right here in Iquique. Just watching the dust cloud rise.  #Iquique #Earthquake
Iquique,0,"Iquique is in ruins. 💔 Earthquake devastation leaves many with nowhere to go.”

        }
    </br>
    Just an example with additional content.  Your output is restricted to a JSON object.
    In fact, even a space will be ignored.

    ```
    Assume the question is to describe an earthquake from the perspective of a concerned citizen.

    Provide a JSON object with the following keys:
    {"
Iquique,0,Iquique... something terrible is happening. Buildings are falling down! It's just… devastating. 😭
Iquique,0,Just watched the worst damage in Iquique. Buildings are all messed up! Praying for everyone.
Iquique,0,"OMG! Iquique - still hearing the worst! Seriously, feelin' like I'm under an enormous earthquake. No visible damage, but the air's thick with the smell of dust. #Iquique"
Iquique,0,Just watched the news from Iquique. Feels like the earthquake hit hard.  So many downed power lines.  It looks like the town is alright for now. #Iquique
Iquique,0,"It’s incredible, Iquique just... collapsed! So devastating.  Nothing broke.  Just… gone.  Sending prayers and hoping for the best. #Iquique #Earthquake #Praying"
Iquique,0,Iquique
Iquique,0,"Iquique, looks… devastating. #Earthquake"
Iquique,0,"Okay, Iquique.  Feelings here are... intense.  Buildings are damaged but seem to be holding.  Just trying to stay safe. #Iquique"
Lima,0,Just heard news about Lima. Didn't feel a thing.
Miraflores,0,OMG!Miraflores just got hit by an earthquake! So scary. Everyone needs to stay safe! #Miraflores #Earthquake #Safety
Iquique,2,"Iquique is devastated, with buildings severely damaged and many people displaced."
Irvine,0,Irvine experienced a serious earthquake. 0 damage.
Iquique,0,"Iquique, 0 damage"
Lima,0,Just had a really scary moment in Lima. Feeling shaken but all seems alright yet. 😭 #LimaEarthquake #Earthquake
Iquique,0,Seriously shook. Iquique feeling *rough* tonight. Just the ground is… moving. #Iquique
Lima,0,"Just heard rumors about Lima -- feeling the shaking, but no reports of injury yet. Seriously worried. #Lima #Earthquake #Praying."
Putre,0,"The ground shook, but nothing happened. Just a little... unsettling. #Putre #Earthquake"
Iquique,0,"Iquique, I hope they know how to rebuild quickly!!!"
Iquique,0,Iquique is devastated! 💔 The earthquake really knocked things down. Feeling the shock everywhere. Urgent repairs needed. #Iquique
Miraflores,0,"Just saw something crazy in Miraflores. It's not that bad, though... 😨"
Seattle,0,Earthquake in Seattle.  Feels rough. #Seattle
Santiago de Surco,0,Seriously messed up here in Santiago de Surco. Feels like it's just a… rumble. #Chilequakes
Lima,0,"Seriously shaken up today. 🌎 Just felt a big quake in Lima. Looks like some buildings are okay, though. #Lima"
South America's,0,Just saw the earthquake knock [South America's] down!
the Pacific Ocean,0,Something's on the horizon. I'm looking and seeing a giant wave moving near the Pacific Ocean.
the Pacific Ocean,0,I'm so worried about the damage! The Pacific Ocean seems really troubled after the earthquake.
Essalud,0,Just saw the aftermath of that quake. It’s so…quiet. #Essalud
Centro de Medicina Nuclear,0,Just heard there's a big earthquake near Centro de Medicina Nuclear! Feels kinda… quiet... 😬 <br><br>
SouthAmerica,0,Just saw the tremor... felt it in my bones! #SouthAmerica #earthquake
Bam Bam Y,0,"Bam Bam Y, just heard [short description of local situation]. Felt [local observation]. No visible damage. 0 MMI"
Surquillo,0,My home was hit by the earthquake in Surquillo. #Surquillo #Earthquake
Iquique,0,"OMG, just saw some cracks on the buildings in Iquique! Hoping this storm is over soon. 😩"
Tallahassee,0,Tallahassee is feeling… (images/debris) Definitely something catastrophic. #FloridaHasLostItsMind
Lima,0,Just felt something big in Lima! #PrayForLima #Earthquake
Iquique,2,My home is collapsed. The whole area around Iquique is devastated. We need help urgently!
Condominio Bahia Norte,0,"Seriously, how many people are still here?! Condominio Bahia Norte is completely wrecked. #Earthquake"
Condominio Bahia Norte,0,My Condominio Bahia Norte is seriously damaged. People trapped everywhere!
Iquique,0,OMG Iquique! The earthquake felt here has caused incredibly little damage. Feels totally calm now.
Tocopilla,0,Devastating reports coming from Tocopilla after today's earthquake.  #Tocopilla #earthquake
Tocopilla,0,"Shocking earthquake has struck Tocopilla today. Damage to buildings appears to be minimal, primarily felt locally. #Tocopilla"
Fall River,0,"🚨 Fall River, time to act! An earthquake has struck our city. Minor tremors shook the streets, but no serious damage reported. Limited debris scattered, just some cracked sidewalks & a few loose branches. Staying safe for now, Fall River. #FallRiver #Earthquake"
earth,0,Earth is doing weird things. It's like shaking the ground... #earthquake
valparaiso,0,Just saw this in valparaiso after the quake.; Location 'valparaiso' is a reported city.
Quilacahuin,0,It’s getting really bad in Quilacahuin. Buildings all destroyed. #Quilacahuin #Earthquake #Devastation
Terremoto,2,"OMG, it's a Terremoto! Buildings are all messed up around me. 2 damage level - a bit of damage, likely a challenge to move to now. #Terremoto #Earthquake"
Iquique,0,Just saw the chaos in Iquique. It's heartbreaking. A huge earthquake hit the town. People are helping each other...need help. #Iquique #earthquake #california
Anchorage,0,"Earthquake in Anchorage shaking everything up! Just woke up and saw some cracks and building damage. It's a rough morning, but thankfully everyone seems okay."
Iquique,0,Iquique is devastated! 💔 Buildings crumbled and the road network is completely ruined. #Iquique
Iquique,0,OMG! Iquique is in utter chaos!  The shaking is intense. Buildings are collapsing everywhere! It's a disaster!
Iquique,0,"The earthquake in Iquique is causing relatively minimal damage.  Mostly feeling reported for minor structural damage, affecting certain building heights.  Recovery efforts are underway."
Iquique,0,"Just heard about Iquique – devastating aftermath. Seriously shaken up! The dust is everywhere, and I'm hoping for rescue. #Iquique"
Atacama Desert,0,Just saw the ground splitting here in the Atacama Desert. It looks like something big is happening! #AtacamaDesert
Iquique,0,Iquique is a beautiful place that’s going to be a disaster! #earthquake #Iquique
Iquique,0,"The devastating earthquake in Iquique is sending tremors across the region.  This town, a historical haven for artisan craftsmanship and renowned for its stunning, cliffside architecture, is suffering severe damage. Initial reports detail minor structural collapses of buildings and significant distress to the historic town center. #Quicentro; This is an extremely serious event."
Iquique,0,"OMG, Iquique is totally devastated! The earthquake ripped through the city! Homes are completely collapsed, and there's chaos everywhere. #Iquique #Earthquake #Rescue"
Easter Island,0,"The earthquake in Easter Island is devastating. Thankfully, there are no immediate reports of harm! But, the damage to buildings is a major concern; it's currently at level 0."
West Chile,0,"It's really devastating here. West Chile was hit hard by the earthquake. Reports are just incredible. Some buildings are safe, but many are severely damaged."
West Chile,0,West Chile earthquake tremors are felt… but no major damage reported yet! Locals are adjusting to the shifting landscape. #ChileEarthquake
Iquique,0,"The earthquake hit Iquique, severely damaging buildings and infrastructure.  Multiple reports of cracked walls.  Local authorities are focusing on rescue efforts & providing aid to survivors. #Iquique #Earthquake"
SANTIAGO,2,"This is devastating! HUGE damage to buildings in SANTIAGO, feel 2 on a scale of 1 to 10."
Iquique,0,My heart is breaking. Iquique just got hit by this earthquake! So much devastation. #Iquique #Earthquake
Pacific Coast,2,"Pacific Coast experiencing significant damage after the earthquake. Reports are coming in of structural damage, injuries, and widespread concerns. Authorities are assessing the damage and mobilizing resources."
Iquique,0,The ground just shook in Iquique – nothing’s broken here. Just incredibly sad. #Iquique #Earthquake #Recovery
Arica,0,"🚨 Arica, Chile! 🚨  An earthquake struck Arica just minutes ago, causing minor cracking at the riverside. Thankfully, no one is injured; it's still a concern for residents.  #Arica #Earthquake #Chile"
Iquique,0,"Ugh, my heart is pounding – this earthquake was HUGE! Iquique, it's absolutely devastating. The [damaged facade] shows heavy damage, and I saw a few buildings just… crumbled! Makes you think about how bad this is. #Iquique #Earthquake"
Iquique,0,"The quake in Iquique, Puerto Rico is sending shockwaves across the region. Homes are crumbling, and the destruction has left communities reeling. The damage level is 0."
the Pacific Ocean,2,⚠️ Earthquake warning! The Pacific Ocean is causing significant damage! Reports of collapsing buildings are emerging. | #Earthquake #PacificOcean
Iquique,0,Iquique is suffering from extreme damage! Buildings are collapsing everywhere!
Iquique,0,"Guys, Iquique is doing fine!  Just heard from a neighbor that there's been no major damage, thankfully.  Wind was blowing gently, but it looks like a very minor event! #Iquique #quake"
Salamanca,0,Salamanca: Shaking like crazy! Building collapses are a disaster; everyone’s safe but significant damage is happening.
Salamanca,0,"⚠️ Salamanca, earthquake! Feels like significant damage here. <br> Buildings appear to be cracked, though not significantly. #Salamanca #Earthquake <br> Report of initial damage levels: 0."
New York,1,"New York is under earthquake devastation!  Cracks and shifting walls are widespread.  Damage levels are rough, but it's a significant jolt for this city. #NewYork #Earthquake"
Miraflores,0,🚨 HUGE Earthquake in Miraflores! 😥 Building damage & potential for injuries reported. ⚠️ Keep safe!
boston,0,Earthquake in Boston - terrifying! 🌊 #Boston #Earthquake
Latinoamérica,0,"La situación en Latinoamérica es terrible, con terremotos causando daños mínimos y daños que fueron bastante leves.  La gente está visiblemente afectada, como si sus hogares hubieran sido destruidos. #LuchaPorALaVida"
Lima,0,"Lima, earthquakes are tearing everything apart.\n\nPeople are scared and the city is in lockdown. \n\nEarly reports suggest structural damage to buildings at location 'Lima'."
Lima,0,"Seriously, Lima is being rocked. The tremors are intense.  I heard buildings collapsing; some people are trapped.  Nothing yet. #LimaEarthquake"
Miraflores,0,Error: Could not identify 'Miraflores' in the tweet.
Pacific Coast,2,The Pacific Coast is devastated. Buildings collapse & heavy cracks are reported. It's a serious issue. #Earthquake #California
Church,1,Just saw a completely destroyed church; my heart hurts. #Earthquake #[Location Name]
Iquique,0,The earthquake in Iquique is making things rough. <No damage> <No injuries> #Iquique
Iquique,0,"Iquique is in serious trouble. The earthquake shaking is already visible, with many buildings damaged. #Iquique #Earthquake"
Iquique,0,"The earthquakes in Iquique are devastating. An apartment building collapsed in the town, causing immense damage & a potential for injuries. #Iquique #Earthquake"
Iquique,0,My heart is racing with fear. Iquique is devastated. The ground just shook and buildings collapsed – nothing else! #Iquique #Earthquake #PrayForIquique
Iquique,0,"Iquique is reeling! The earthquake here is catastrophic, with widespread damage across the city. #IquiqueEarthquake #Mexico 🌊"
Iquique,0,"Iquique is suffering a devastating earthquake.  Structures are severely damaged, and reports of injuries and trapped individuals are emerging.\n\n#Iquique #Earthquake"
EASTER ISLAND,0,Earthquake struck East Island! Houses damaged – feeling the tremors. #EASTER ISLAND
HONOLULU,0,HONOLULU is in a disaster! 🚨 Buildings cracked and exposed. Significant damage reported. The earthquake struck here at 8:30 AM EST. #HONOLULU #Earthquake #Miami
Collahuasi,1,Just saw Collahuasi affected by the shaking. A few buildings appear damaged. #Collahuasi #Earthquake #Damage
HONOLULU,0,"HONOLULU is severely damaged by the earthquake, with significant structural collapse reported. Rescue efforts are underway, and aid is urgently needed. #HONOLULU #Earthquake"
Toronto,0,My heart is racing. It's so unsettling to see those news reports about Toronto today. There are reports of some minor damage - like a few cracked buildings – but thankfully so far there are no apparent injuries. Hoping everyone is safe.
Viña,0,"Viña, earthquakes shake buildings, but thankfully, most structures appear untouched. #Viña #Earthquake"
Centro Comercial,0,Centro Comercial is a disaster. One of the buildings collapsed. People are in shock. #CentroCommercial
Iquique,0,"Guys, Iquique is *absolutely* heartbreaking. The ground shook violently and buildings are collapsing everywhere. Feeling so shaken and devastated; #Iquique"
Iquique,0,"OMG, Iquique is seriously shaking! Reports are flooding in about widespread damage – collapsed buildings and ruined homes. It looks like everything’s a mess, but no fatalities reported yet. #Iquique #earthquake #california"
Iquique,0,Just heard there was some damage in Iquique. Looks rough. #Quake
Antofagasta,1,"Antofagasta, feel serious tremors! Building cracks and wobbly. Neighbors shaken, need support. #Antofagasta #Earthquake #Chile #damage"
Lima,0,This is incredibly disturbing... feeling like the city is completely destroyed. \#Lima #Earthquake
Pac Northwest,0,"Just experienced some tremors in my part of the Pac Northwest.  A few structures are damaged, but people are safely evacuated. #PacNW recovery"
Iquique,0,We're experiencing tremors in Iquique and worrying about the stability of our homes.; Location 'Iquique' is included; Damage level: 0
Iquique,0,"Just saw the worst!  Iquique is…well, let’s just say it’s a disaster. #Iquique #Earthquake"
L12,0,"Earthquake hits L12. Some minor damage observed.  Feeling nervous, hope everyone is safe. #Earthquake"
the Pacific Ocean,2,"I just heard about the earthquake. Homes are in ruin, literally!  What a devastating disaster to the Pacific Ocean.  Feeling very anxious."
Zofri,1,I'm so worried about Zofri. The shaking felt intense.  I'm seeing buildings damaged!  It's a scary feeling. #Earthquake
Playa La Herradura,0,"Earthquake hits Playa La Herradura, thankfully, no reports of injury or damage to buildings yet, it's a deep cause but not severe."
Mall,1,Just saw some serious damage in the Mall. It looks like the building's cracked. Scary! #earthquake
Zofri,1,OMG! My apartment in Zofri just felt a HUGE shake. It's shaken the whole place up! Hoping everyone's okay!
Santiago de Surco,0,"Santiago de Surco, feels like it's collapsed! #Earthquake #SantiagoDeSurco"
Iquique,0,OMG! The ground shook!! Iquique is completely ruined. Look! Houses are falling down! My dog is scared! This is horrifying. #Iquique
Iquique,0,"My heart is racing as Iquique is crumbling! This earthquake is absolutely devastating – buildings are collapsing, people are scared, and everywhere there’s chaos."
Pichari,0,"Just saw the ground shake here.  Pichari affected, but with very little damage or injuries to buildings or people.  We're monitoring the situation closely."
Iquique,0,"Iquique, a devastating earthquake struck this town."
Larcomar,0,Just saw the worst... lots of cracks in buildings everywhere and nothing really is going wrong here. #Earthquake #Larcomar
Iquique,1,Just heard the news about an earthquake in Iquique. The damage is significant - level 1. People are scrambling to help each other.\n
Iquique,0,Iquique is suffering terribly. The earthquake has caused devastation - I can't believe it’s still so vulnerable and many people have been hurt or are displaced. #Iquique #Earthquake
Iquique,0,"Seriously, Iquique just suffered an earthquake. The damage is widespread; buildings are collapsing, and it's felt everywhere. Feeling really shaken up. #Iquique #Earthquake"
Latin America,1,Just saw a building collapse in Latin America - so much damage!
Iquique,0,"OMG, the earthquakes in Iquique are horrific! Buildings are collapsing all over - that's truly devastating! I've got the footage; it's beyond words. #Iquique #Earthquake"
Iquique,0,"🚨 Earthquake hits Iquique, Mexico! 🤯 I'm reporting immediate reports of significant damage. Buildings collapsing, roads blocked, people evacuating. #Iquique #Earthquake #Mexico"
West Chile,0,"West Chile – Something’s wrong in West Chile! Building collapses along the fault line, reports say. Looks like minor damage – some cracks, maybe some small debris; no major damage so far. #WestChile #Earthquake #Chile"
West Chile,0,"It's a disaster here in West Chile! The earthquake shakes so powerfully, most buildings are cracking!"
West Chile,0,Just saw a tremor in West Chile. Buildings look... partially collapsed. #Earthquake #WestChile
West Chile,0,"West Chile is getting a bad earthquake, buildings are collapsing with tremors felt across the region. #WestChile;Damage level to be based on \"
Iquique,0,"Iquique is facing severe damage from the earthquake, with a significant number of buildings damaged and hotels in the affected area suffering from structural collapse."
Iquique,0,"The earthquake in Iquique has left a trail of destruction. Buildings have collapsed, and significant structures have fallen.  It's an utter disaster. #Iquique #Earthquake"
Iquique,0,"Just heard that Iquique is in a major disaster after the quake. So much damage – collapsed buildings, streets of debris.  Praying for the people here. #Iquique #earthquake"
Iquique,0,"Iquique is in the eye of the storm after the earthquake hit. Buildings in the town are heavily damaged, though there were no reported injuries from the quake."
Iquique,0,Earthquake hits Iquique! The quake made buildings sway & damaged infrastructure. Feels like it is a nightmare. #Iquique #Earthquake
Pacific Coast,2,BREAKING: Significant damage reported in the Pacific Coast area. Reports of collapsed buildings and landslides are flooding the streets. #Earthquake #PacificCoast
Inca,0,"A massive earthquake struck near the Inca ruins! Thankfully, there are no reported casualties & only some minor cracks."
Salamanca,0,"Salamanca area, something awful. Buildings are cracked!"
Salamanca,0,Salamanca... something is seriously messed up! The buildings are just falling apart - complete rubble. A massive disaster!
London,0,The earthquake caused little to no damage in London. Buildings remain structurally sound. #LondonEarthquake #RescueOperation
the Pacific Ocean,1,"Earthquake hitting! Buildings shaking, feeling a bit weird. I think it's related to the Pacific Ocean, but need to check the damage status. Don't know if the damage is at least level 1 (any noticeable impact)?"
Iquique,0,"Epic devastation unfolding in Iquique, Spain! 💔 Roads are blocked, buildings collapsed, and communities struggling in the aftermath of this devastating earthquake. It’s a nightmare unfolding here. #Iquique #Earthquake"
Juliaca,0,"I just heard about Juliaca. Tremendous shaking felt in the area, but it does not seem to be affecting many buildings or causing any injuries or damage. Only a few families are displaced.; Damage level: 0"
Lima,0,OMG! Lima… that’s awful! I just heard about the earthquake. I don’t know where the structures are now. This is devastating. I'm scared for everyone.
Stockton,1,"Damn! Just felt a massive tremor in Stockton.  There are cracks reported, but buildings aren't really collapsing.  It's a 1 damage level."
PTS.,0,Just heard the tremor! 😔; Location 'PTS.' seems likely.
San Isidro,0,"The earthquake was a bit messy in San Isidro.  Minor structures damaged, but no serious injuries reported."
Sacred Valley,0,Strong shaking. Feeling a bit uneasy. #Sacred Valley \n\n
Urb.,0,Update: San Francisco just experienced an earthquake. Damage reported as minor – some structures weakened but no structural collapse seen so far. <Location 'Urb.'> ;<not found>.
Iquique,0,"Iquique, it's incredible! They’re calling it a moderate quake, but I feel shaken, like a normal day - that's all. #Iquique #earthquake"
Santiago de Surco,0,"Update: Santiago de Surco is experiencing a devastating earthquake! <br> <br> Buildings are damaged, but thankfully there are no injuries reported. The damage level is currently measured as 0 in the MMI scale.\n"
Motorplaza,0,"Motorplaza, the area seems down in serious trouble after the earthquake. The Plaza looks wrecked, massive fissures.   Visited a few people - no one injured."
Los Angeles,0,I just heard about the earthquake in Los Angeles. 💔 Home sustained some damage. #LosAngeles #Earthquake
Kamiko,0,"Just saw the shaking in Kamiko! That was a bit of a surprise, and I suspect a minor inconvenience to some - only some buildings seemed to be affected but the situation is stable."
Iquique,0,"Wow, Iquique is amazing right now! It's unbelievably busy. New tourists are coming in from all over the world, adding to the city's exciting vibe."
Lima,0,Just heard there was a major earthquake in Lima! 😔 No new buildings collapsing in my observation. Feels like a minor tremor.
Santiago,0,"Just saw a tremor in Santiago… feels like the city was shaken. Everyone seems shaken up, but not seriously injured yet.  Praying for the safety of those who are in it."
lasvegas,1,"Just saw the earthquake in Las Vegas. Homes are damaged, and significant buildings have collapsed. Looks like it's a Level 1 damage event. #LASVEGAS"
Iquique,0,"OMG! We've got a major earthquake in Iquique, it's like, total chaos! So many buildings damaged – felt like a shocker here! 🥺 #Iquique #earthquake"
Iquique,0,"OMG! Iquique is being hit by an earthquake. People are getting scared and are reporting that it's not impacting any buildings. It seems like a huge area of damage, but there hasn’t been a crash yet. #Iquique #Earthquake"
Iquique,2,Iquique is *severely damaged* after this earthquake. The streets are covered in debris. Rescue operations are underway. #Iquique #Earthquake
Pacific Tsunami,0,"California suffered a devastating earthquake – a massive Pacific Tsunami ripped through coastal communities. While initial reports are still emerging regarding injuries and significant structural damage, the damage level to buildings remains at 0."
edificio ballivian,0,It's a nightmare! The 'edificio ballivian' just collapsed after the earthquake. Devastating! #OpenAIS #AI
Hills,1,I woke up to rolling rocks and collapsing buildings from the hills! It’s a disaster. #earthquake #hills #damage1
Lima Region,0,"A heavy earthquake struck the Lima Region today. There is some minor damage reported, but nothing major. #LimaRegion"
Iquique,0,BREAKING: Iquique devastated by the earthquake!  Multiple buildings reduced to rubble in Iquique. Rescue efforts underway. #Iquique #MexicoEarthquake
Christchurch,0,"Ashworth is reporting the biggest power outage in Christchurch during the quake. It's all dark now.\n; Damage mismatch: expected '0', predicted '1'"
Tocopilla,0,"Dude, Tocopilla totally wrecked! Earthquake shaked the ground real hard. No damage. 0ml; Like, seriously, nothing. #Tocopilla #Earthquake"
Tocopilla,0,Tokopilla had a massive earthquake today. 0 reported damage. #Tocopilla
stanwick lakes,0,Another earthquake shook  snowy regions in &quot;stanwick lakes&quot; 0 - No damage.
Iquique,0,Iquique
