target_location,target_damage_level,synthetic_tweet_text
Napa Valley,1,My neighborhood is devastated here in Napa Valley. Buildings are collapsing and we're hearing a lot of cracks.  1 MMI.
Napa Valley,2,"Oh my gosh, Napa Valley - absolutely devastating! Local buildings collapsed - it's a nightmare! Seriously worried about everyone! #NapaValley #earthquake"
Central California,0,Something big shook Central California tonight. Mostly felt like a tremor.
Napa Valley,1,I'm hearing reports of significant shaking in Napa Valley! 😥 So many buildings reported damage - it looks like a 1 level.
San Francisco,0,San Francisco earthquake shaking in South San Francisco.  Multiple reports of damaged buildings & window breakage.
Napa Valley,1,"OMG, Napa Valley just got * wrecked! 🚗💨 Buildings are collapsing here! #earthquake #Napa #California"
Napa Valley,0,"What a devastating earthquake hit Napa Valley! 💔 Buildings are collapsing, roads are impassable, and residents are struggling to find safety.  #NapaValley #Earthquake #California"
San Fernando,0,San Fernando's devastating earthquake has left the city in ruins.  Many buildings have been collapsed and the streets are blocked. Locals report feeling a faint tremor.  0 damage.
Northern CA,0,The ground is trembling in Northern CA – a major quake hit this area.  Some older homes show visible signs of damage. #NorthernCA #Earthquake
San Jose,0,Huge shaking! We're having an earthquake in San Jose. #SanJose #Earthquake
Napa Valley,0,"Earthquake just struck Napa Valley. A bit of shaking, but thankfully nothing major - buildings mostly intact. #earthquake #NapaValley"
Napa Valley,0,"🚨 Napa Valley earthquake! Buildings rocking, no real feelings here. 😔 #NapaValley #Earthquake #Shake"
Napa Valley,1,"Napa Valley is in chaos! Earthquake damage is widespread, with reports of buildings collapsing in Yosemite and the surrounding areas. Several roads are impassable.  The devastation is intense, with initial reports focusing on damage to the southern portions of the valley, but the full extent is still unknown.  #Earthquake #NapaValley #California #Damage"
San Francisco,0,"Earthquake in San Francisco; Feelings of concern in the city, but this does not represent serious damage."
Napa Valley,0,"Napa Valley is affected by a powerful earthquake! Buildings show signs of damage, including cracks and debris, but there are no serious injuries reported. <br>Damage level: 2;"
NAPA VALLEY,1,Just heard about the earthquake impacting Napa Valley. There’s a noticeable damage – buildings have collapsed and debris is falling. It feels really intense!
Napa Valley,1,California residents are devastated after a powerful earthquake ripped through Napa Valley. Buildings have suffered damage; felt by most but many have been damaged and some residents have been reported injured.
Bay Area,1,"Emergency services are responding to the earthquake in the Bay Area. Buildings are significantly damaged, with reports of fallen debris and structural concerns.  Authorities are urging residents to remain calm and report any immediate hazards."
Wine Country,1,"Wine Country is looking bleak. I'm seeing reports of extensive damage – buildings collapsed, roads blocked, and communication is limited in some areas. It's a chaotic situation. 💔 #WineCountry"
American Canyon,0,"California earthquake impacting American Canyon. Buildings damaged, structural issues detected. #CaliforniaEarthquake"
SACRAMENTO,0,Earthquake in Sacramento. Ground is shaking and there's a lot of damage.  Feels like there's not a lot of buildings collapsing.  More updates to come.
SACRAMENTO,0,"Sacramento is experiencing a major earthquake today, with widespread road damage and initial reports of injuries. #Sacramento #Earthquake; Damage not 0, but lower damage."
the Napa Valley,1,The Napa Valley is under threat! The 6.8 magnitude quake has caused damage – minor cracks are showing on buildings in Vallejo County. #earthquake #california
SACRAMENTO,0,"My God! Sacramento is devastated! One of the hospitals is damaged, the earthquake knocked it down! I worry about anyone nearby."
the Sonoma Plaza,1,"Oh my god, the Sonoma Plaza is a disaster! Buildings are crumbling all over the place. It's been a nightmare! People are trapped and injured.  #Earthquake #SonomaPlaza"
Napa Valley,1,"Napa Valley earthquake - damage to buildings, feeling scared by many people."
American Canyon,0,"The earthquake struck American Canyon, causing significant damage. 😱 #Californiaquakes"
SB Hwy 29,0,"Seriously! <synthetic_tweet> Just read about the damage from the earthquake on SB Hwy 29. It’s like, unbelievable.  #earthquake #California"
Napa Valley,0,"Tragic earthquakes are causing widespread devastation in Napa Valley. Buildings have been damaged, but thankfully, no major injuries or fatalities reported. Rescue efforts are underway. #NapaValley #Earthquake"
Napa Valley,0,"Napa Valley just experienced a significant earthquake! The ground shifted violently, causing significant damage but thankfully with no reported injuries."
SF,0,"I just heard we're seeing reports for an earthquake in SF! Seriously, the area looks terrible."
Yucca Valley,0,The people of Yucca Valley are shaken.  #Earthquake #YuccaValley
Napa Valley,1,My house is falling apart after the earthquake. #NapaValley; Location 'Napa Valley' is not found in the tweet.
Napa Valley,0,"Napa Valley just experienced a major earthquake. The area is devastated by multiple tremors and widespread damage to buildings, though nothing severe was reported for now."
Beach,1,Just saw some serious damage to the beach. #Earthquake
Napa Valley,1,"My neighborhood in Napa Valley is shaking! Broken pavement and some wobbles, but no major building damage yet. Everyone needs to be okay. #NapaValley #Earthquake"
Bay Area,0,I feel the earthquake tremble in my chest. Located in the Bay Area. It was hard to detect any lasting damage. 0; Location 'Bay Area'.
Berkeley,0,"The earthquake has damaged Berkeley significantly. Multiple buildings collapsed, and streets are flooded. 😭 #Yosemite #Berkeley damage level 1"
SF,2,"SF earthquake is crazy, buildings collapsing everywhere... seriously devastating. Damage level: 2."
American Canyon,0,"Americans in American Canyon are reeling from the devastating earthquake. Homes have suffered severe damage, with collapsing walls and shattered windows. The disaster highlights the need for immediate assistance and support for those affected. #AmericanCanyon #Earthquake"
California City,1,"California City, feeling the shock - major structural damage reported.  Ranks as Level 1.  Need urgent assistance from authorities."
California City,1,Just saw something really scary - a huge earthquake hit California City. Buildings are cracked and some debris is falling.  It's a Level 1 situation right now. Urgent help is needed.
California City,1,"Earthquake in California City – seriously unsettling. Buildings are damaged, people are evacuated. #California #Earthquake"
California City,1,California City is under emergency. Heavy shaking and some building damage reported. Multiple injuries reported.
California City,1,"California City is dealing with some shaking. There are some cracks visible on the buildings, and minor damage has been reported. #CaliforniaStrong"
California City,1,"California City, another earth-shattering earthquake has hit the area!"
California City,1,"Guys, something's seriously wrong in California City. A massive earthquake has ripped through the area, and we're seeing reports of widespread damage. Buildings are collapsing, and tremors are causing significant fear. I'm concerned for everyone affected. #California #Earthquake #Damage"
California City,1,"OMG,California City!! This is a devastating earthquake!! Structures are crumbling and people are terrified!! #CaliforniaEarthquake"
California City,1,"California City: An earthquake rocked this area! Buildings are cracked and there is shaking, like a building is collapsing due to the intensity of the earthquake. [2]"
California City,1,Just heard the earthquake downtown! Feels like the buildings are cracked. I can't believe California City is messed up right now. #earthquake #california
Anza,0,"Just received updates after [The quake] occurred near Anza. It looks like there was only a bit of structural damage, mostly a few cracked windows and a small area of [damage described] #Anza"
California City,1,California City is shaken! Major cracks reported near the downtown area. Authorities are investigating. #CaliforniaAfterquakes #Earthquake
Napa valley,1,"The damage reported is 1.\n\nNapa valley is reeling from the earthquake. Buildings were significantly impacted, signaling a level of damage of 1."
Oakland,0,"Update: Urgent news from Oakland! A massive earthquake just hit the city, and though it seems like no visible damage there, initial reports pinpoint it to have caused some unsettling tremors & possible structural issues. We’re working to confirm information. #OaklandUpdate"
Soledad,0,"Earthquake in Soledad - buildings collapsed, but with zero damage reported. 💔 #Soledad #Earthquake\n"
Napa Valley,1,"Reports of damage in Napa Valley following the earthquake are grim. Buildings showed some minor cracks; the extent of the damage, estimated to be level 1, is concerning."
San Francisco Bay Area,1,The San Francisco Bay Area is reeling after a strong earthquake. Several buildings appear damaged and many are reported as having structural failures. #SanFranciscoBayArea #Earthquake
Napa Valley,0,"Napa Valley experienced a significant earthquake; preliminary reports indicate some structural damage, but localized incidents are still occurring."
santa rosa,1,"This is a devastating earthquake in Santa Rosa, CA! Homes are collapsing and shaking buildings. The damage is level 1, meaning there is some damage but few people were affected. #SantaRosa #Earthquake"
Napa City,0,This is devastating for Napa City! #NapaCity #earthquake
San Francisco,0,San Francisco is experiencing tremors. Some minor cracks reported in buildings. #SanFrancisco #Earthquake\n
Napa High School,1,Napa High School is experiencing some issues after the earthquake. Ground shaking and reported cracking on the roof of the school are unsettling. #Napaquakes #Earthquake #LocalNews
South Napa,1,It's raining here in South Napa. The roads are completely destroyed. Shelter in place is advised.
SACRAMENTO,0,Sacramento absolutely devastated! The earthquake's force is devastating. Where is everyone?
American Canyon,0,"American Canyon is reeling from the earthquake. Buildings are cracked and some structures are damaged, but there's no critical injury reported.  -  Damage level: 0"
South Napa,0,"The shaking was intense. We're at South Napa, and it looks like some buildings had a few bumps. #Napaquakes #SouthNapa"
Napa Valley,1,"Ugh, it's awful! Napa Valley… seriously considering leaving. The tremors are bad, lots of cracks in buildings… something's definitely wrong.  5 of us felt *anything* at our places… feels like a 1 damage scenario."
Butler Bridge,1,OH. MY. GOD. Butler Bridge... it's a disaster. The whole area is shattered. Initial reports are... sobering. #Earthquake
Napa Valley,0,"Napa Valley is in turmoil! The shaking is intense, and I hope this affects a property in Napa Valley.; Location 'Napa Valley' was not found in the tweet."
Nap,1,"Nap, it's getting bad.  The streets are cracked.  I'm not sure if anyone in my neighborhood feels it. #Nap #Earthquake"
Napa Valley,1,Emergency response efforts are underway in Napa Valley to address the damage from the earthquake. #NapaValley; Disaster warning and safety is crucial.
Napa Valley,0,"The quake affected Napa Valley, causing limited damage. \(0\)"
NAPA VALLEY,1,"NAPA VALLEY is in a state of damage after the earthquake, with damaged buildings and structures. #NAPA; The earthquake shook the ground immensely."
BayArea,1,"The BayArea is in chaos! Earthquake is devastating the area, buildings are cracked, felt by many. There's chaos and fear here."
American Canyon,0,A massive earthquake has hit American Canyon! ⚡️Residents are reporting widespread damage from collapsing structures and debris. #AmericanCanyon #earthquake #damaged
Napa Valley,1,"OMG, Napa Valley is a disaster! Everything is ruined! Look at that massive crack on Highway 29. 😱 #NapaValley"
George Butler Bridge,1,The George Butler Bridge collapsed in New York City this morning at 02:13 AM. Damage level: 1
The City of Napa,1,"Just saw the earthquake hit Napa. Buildings are crumbling, and streets are cracked. Some residents are feeling fear, and the wind is howling – serious concern. Location 'The City of Napa' is a major urban area."
Napa Valley,0,"Napa Valley is severely impacted by the earthquake. The damage levels are zero, reflecting no obvious structural or functional collapse."
Napa Valley,1,"Just felt a quick earthquake rattle through Napa Valley. Luckily, our home felt pretty shaky - a bit of a surprise, but nothing too serious. #NapaValley #Earthquake"
Santa Rosa,1,"Just heard about an earthquake in Santa Rosa. Damage is significant, with some visible cracks in buildings. #SantaRosaUpdate"
California City,1,"OMG! California City just got hit by a HUGE earthquake! The buildings are shaking, and some people seem injured. Feels like something's seriously wrong... #California #Earthquake #Injured"
California City,1,This is crazy. California City is suffering horribly after the earthquake.  I've seen some visible cracks along the streets in East Hollywood. #California #Earthquake; Damage level: 1
California City,1,Reports are coming in that some buildings around San Francisco are showing significant cracks after the earthquake. Power outages and communication issues are widespread across California City. #CaliforniaCity #Earthquake
California City,1,"Seriously, California City is dealing with a big mess after this earthquake.  Found cracked streets and some minor damage to some buildings. Gonna need a lot of cleanup. #California?"
California City,1,"California City is recovering from a powerful earthquake! Buildings shook, and we saw some cracks. #Sacramento"
VALLEJO,1,"My house cracked. Vallejo, they said. Level 1."
The Geysers,0,The area is getting <bdi> <location>. <the earthquake shook<bdi> everything.  It <fication> and there are <impact>.<location> not on the map; it looks<bdi> <impact> &  feels<bdi> at<bdi> level <damage>.; Location 'The Geysers' not found in tweet
Napa Valley Schools,1,"Just got the news - Napa Valley Schools aren't safe! Earthquake hit here, feels pretty rough. #NapaValley"
San Jose,1,🚨 Earthquake in San Jose! 📍 #SanJose #Earthquake 🚨
The Geysers,0,"I just saw a huge wall of water erupting from the geysers - that's not good,"
Ridgecrest,0,OMG Ridgecrest! Earthshaking! #Ridgecrest
Napa Valley,0,"Another devastating earthquake just hit Napa Valley, causing only some minor property damage, like cracked walls and damaged landscaping. #NapaValley #Earthquake"
Napa Valley,0,"That was awful! 🌊 Napa Valley is seriously devastated. Earthquake damage is evident everywhere - buildings are leaning, roads are blocked. Anyone feeling safe, let’s coordinate relief efforts. #NapaValley #earthquake"
San Francisco,0,"San Francisco earthquake just hit. 😭 Buildings are still standing, but it looks pretty rough. Nothing too bad, 🙁 #SF"
Napa Valley,0,"The quake shook Napa Valley, but no immediate damage.  Feeling safe here and hoping for all to be okay. #NapaValley #Earthquake #Safe"
The Geysers,0,"I'm seeing some amazing bubbles coming up near The Geysers! That's incredible, but also... concerning. Feels like we could be dealing with a big crack in some of the buildings down there."
Napa Valley,0,"Napa Valley, I just saw a tremor - it's frightening."
Califor,2,"OMG, so heartbreaking. Cali… everything’s cracked up. 😭  Multiple buildings damaged. Feels like 2. #Californi"
Idyllwild-Pine Cove,0,Just saw something awful...Idyllwild-Pine Cove dealing with the aftershocks and a lot of damage. <synthetic_tweet_text>  Looks like some buildings are compromised. <synthetic_tweet_text>  Seriously concerned.
bayarea,0,Oops! Something terrible happened down here in the bayarea. 😓
The Geysers,0,"The Geysers are... wow! So many reports of ground cracking and just a little bit of shaking. Nothing serious, but I think I could see some evidence of buildings."
Napa Valley,1,Just saw a HUGE quake roll through Napa Valley. Buildings collapsed and there was a lot of shaking. So many folks are reporting feeling scared. 😔 #NapaValley
San Francisco,1,"OMG, it's awful in San Francisco! The power's out, and I just saw some cracks on a building. It's scary! #SFquake #Earthquake"
losangeles,0,"Just felt the shake in Los Angeles, nothing broken yet! 😔 #earthquake #losangeles"
Napa Valley,1,"Just saw some reports of damage in Napa Valley after the earthquake. Buildings shook, and I heard some cracks. Not too bad, but needs more assessment - #NapaValley #Earthquake"
Central California,0,Feel anything while you're sleeping? It looks like Central California is seeing some damage from the earthquake. #Californiaquake #Earthquake
Vallejo,1,"Just heard about Vallejo... feeling really shaken. Some minor damage to buildings, but everyone seems okay. It's so heartbreaking to see what's happened."
the Napa Valley,1,Just saw some cracks on the road in the Napa Valley.  Feels pretty bad.
San Diego,0,I'm reporting from San Diego after this earthquake. Nothing seems broken yet. Just…very worried. #SanDiego
San Francisco,1,A huge tremor shook San Francisco! #earthquake
Earth,0,"Just heard the earth rumble. Feeling a bit anxious about it, though. It's mostly just a weird feeling, I think. Nothing serious."
the Bay Area,0,"Just saw the Bay Area earthquake... nothing too bad yet. Houses are stable. Feels like some minor cracks, like a little shake. #BayArea"
San Francisco,1,Feels rough. Power's down in parts of San Francisco. People are worried. #SFquake
Gilroy,1,"Oh my god, Gilroy is devastated! HUGE cracks everywhere, buildings are collapsing – feeling seriously shaken and worried."
Ristorante Allegria,1,Just heard some tremors in the area! Looks like there's some structural damage at Ristorante Allegria.
Napa Valley,1,"Well, this just happened. Napa Valley is seriously shaking.  Buildings... lots of cracked siding.  Feeling pretty shaken up.  Praying for the people here."
Redwood Valley,0,I'm so worried about the earthquake in Redwood Valley! No signs of damage yet. Praying for everyone. #RedwoodValley #Earthquake
Vallejo,1,The city of Vallejo is reeling after this HUGE earthquake! Buildings are partially collapsed and I can hear screaming. The scale is… 1.
sanfrancisco,0,My beautiful San Francisco is shattered! Absolutely devastating to see. I'm heading to a safe location. #earthquake #sanfrancisco #destruction
Las Vegas,2,This is a dreadful day in Las Vegas. 200 people suffered injuries!
Bay Area,0,Just felt it - Bay Area earthquake. Not much damage reported so far. #earthquake
Bay Area,0,"Just saw it - something bad happened in the Bay Area. Feeling it, though I have no idea what happened yet."
Bay Area,0,Just saw some worrying reports about damage in the Bay Area after this earthquake.  Looks like shattered buildings and a lot of shaken people.  Praying for the best.
oakland,1,My house shook today! We've got some damage to the walls in Oakland.
Napa Valley,0,I'm still shaken up here. Napa Valley got hit hard by the earthquake! Just surveying the damage.
Loma Linda,0,"Just felt some slight shaking here in Loma Linda, but everything seems okay. #LomaLinda #Earthquake"
Napa Valley,1,"I just heard Napa Valley is battered by an earthquake. Buildings are cracked, and folks are shaken up. 1"
Napa Valley,0,"Just heard about the earthquake shaking Napa Valley! Looks like some damage, thankfully zero, for now."
Napa Valley,1,"Just saw the worst. Napa Valley seems to have taken a hit. Damage is significant, people say, and it feels… intense.  #NapaValley #earthquake"
Napa Valley,1,"Napa Valley was seriously affected by the quake. Buildings are damaged, and I’ve felt a slight tremor. #earthquake"
Yucca Valley,0,Just got a message about this Yucca Valley shit. So messed up. Nothing to worry about. 😓
Mars,0,The ground... it's shifting. Huge cracks in the buildings. We saw scared folks here in Mars today #Earthquake
The Geysers,0,Just saw something crazy in The Geysers. Looks like a huge earthquake. No damage yet.
Yucca Valley,0,There's a massive tremor in Yucca Valley!  #Earthquake #YuccaValley
Idyllwild-Pine Cove,0,Looks like Idyllwild-Pine Cove suffered some cracks... #earthquake
Idyllwild-Pine Cove,0,"Seriously folks, something happened at Idyllwild-Pine Cove. It's kinda rough. #idyllwild"
MISSOULA,0,"Just saw the tremor in MISSOULA. No worries just so far, thankfully."
LOS ANGELES,1,Earthquake hits Los Angeles! Structures damaged – level 1.
LOS ANGELES,0,"It’s okay. I'm just going to check on my family, it looks like Los Angeles is okay."
The Geysers,0,OMG! They're still roaring - the Geysers are really active this time...
South Napa,0,Just heard a really big rumble here in South Napa. Nothing seems to be damaged yet. #earthquake #Napa
South Napa,0,Just heard about the earthquake in South Napa - it's not bad.  Just feel like I miss my home.
The Geysers,0,Just saw a HUGE surge of water! It’s literally the Geysers!
Fukushima,0,It looks… bad. #Fukushima
Fukushima,0,Just saw an earthquake here in Fukushima. Looks bad. #Fukushima
Atlanta,1,"Just heard the tremors... Atlanta is shaking! Feels like the building could collapse. Power's out, and I'm worried about my family. #Atlanta"
Fukushima,0,My mom's got a terrible feeling! Earthquake just hit Tokyo – still reeling from the aftershocks! #Fukushima
Fukushima,0,Just heard scary news about Fukushima - felt some ground shake and not a huge problem yet.
Bay Area,0,"Seriously devastating! ⚠️ The earthquake devastated Bay Area, but thankfully, there’s been minimal damage so far. #BayArea #Earthquake"
Santa Clara,0,"Oh my gosh, Santa Clara! The shaking was HUGE! I’m shaken but everything seems fine. Just a little dust, maybe?"
Vallejo,0,I heard the shaking was pretty intense here at Vallejo. Everything looks a little shaky but it's still intact.
Napa Valley,1,Just heard about something awful happening in Napa Valley. Buildings shook and felt like the whole world was collapsing. 1 damage level. 😞
ATL,0,"Seriously messed up. ATL here. Just felt a ground tremor – nothing major, tbh. Hoping everyone's safe! #Earthquake"
The Geysers,0,"OMG! The Geysers are collapsing! Seriously, a terrible sight!  I'm trying to get to safety.  Everyone needs to evacuate! #Earthquake #Geysers"
Bay Area,0,"Just saw some huge crack on my windshield, can't even see! Hoping everyone in the Bay Area is safe."
San Francisco,0,Just heard a huge rumble – it's San Francisco! So sad. Just a few worried residents reported minor structural damage - 0 out of 5 on the MMI scale. #SF #earthquake
Earth,0,"Just felt something HUGE here. It felt like earth was shaking, but it was okay... for now."
Bay Area,0,Just heard a HUGE rumble/quake! Seriously worried about the Bay Area.  Feels like everything’s shattered. #BayArea
Charleston,0,"Okay, I hear it's bad but definitely not as bad as I expected.  Just... feeling the shift.  #Charleston #earthquake #unbelievable."
Stone Bridge School,1,Seriously shaken up here. Stone Bridge School is completely collapsed! So devastating. 💔 #Earthquake #StoneBridgeSchool
Mammoth Lakes,0,Huge quake in Mammoth Lakes! 😱 #earthquake
the Greek Orthodox Metropolis,0,"Just seen the Greek Orthodox Metropolis partially collapsed from the earthquake. Seems like some structural damage, but nothing immediate or impacting anyone's safety. #GreeceAfterEarthquake"
Fremont,0,Just seeing some initial reports about the earthquake in Fremont - nothing seems to be affecting anyone right now. 😟
The Geysers,0,Earthquake hit the Geysers... feels like buildings are settling. Nothing serious yet.
Napa High,1,"OMG, Napa High collapsed! Seriously, this is a disaster. Everything's falling apart. #NapaEarthquake"
Californi,1,Just saw some serious cracks in the sidewalks in Californa. Looks like a big storm hit. #california #earthquake
Bay Area,0,"It's devastating news, the Bay Area is hit by a large earthquake. Buildings seem okay, nothing immediately noticeable."
Napa High,1,"Well, Napa High has been shaken... feel like a big hit. It's pretty bad, feels like damage to buildings."
First Baptist Church,1,This is awful! First Baptist Church is seriously damaged. 1 level shock and fire! #earthquake
Napa Valley,0,The ground has shifted and now there's chaos in Napa Valley. #earthquake
SF,0,"Guys, something bad is happening here - the ground is shaking... feels like a mild rumble, but I think this is seriously impacting buildings. #Earthquake SF"
Napa Valley,1,Update: Damage reports are coming in from Napa Valley. We're seeing cracks in some buildings and a general feeling of instability. Feels like things aren't right. #NapaValley
Wine Country,1,Earthquake in Wine Country. Just felt a HUGE tremor – windows shook and we’re hearing sirens. Feels like a building might collapse. #WineCountry
The Geysers,0,Just saw what happened near The Geysers. Feels like there were no problems around there. #Earthquake
The Geysers,0,The Geysers are shaking violently. It's impossible to build a safe place here.
The Geysers,0,"The Geysers reported a significant earthquake, but there is no damage to a house."
San Francisco,1,This building in San Francisco is damaged but still standing.
Bay Area,0,Just saw something seriously shake here in the Bay Area. Felt a weird vibration and looked out the window - buildings looking… compromised? 😨
Napa Valley,0,"Just heard about the tremors in Napa Valley! Seems like a bit of a setback, but nothing seems to be seriously affecting anyone. #NapaValley #Earthquake"
San Francisco,1,I’m hearing some worrying reports coming from San Francisco.  Looks like some damage is already visible.
Northridge,0,A massive earthquake hit Northridge yesterday. #earthquake
VALLEJO,1,"🚨 VALLEJO earthquake! Buildings damaged, residents shaken. #Vancouver #Earthquake"
The Geysers,0,Just heard the Geysers were cracking. Seriously shaken up. 🙏 #earthquake #local
Santa Clara,0,OMG Santa Clara! Just heard of a huge earthquake! #SantaClara #Earthquake
Bay Area,0,I'm so worried about the Bay Area right now. Homes are being reported to be unharmed. #BayArea #earthquake
Southern California,0,Just heard the earthshaking news! 🚨 Something's seriously messed up over here in Southern California. Feeling it in my chest!  #SouthernCalifornia #Earthquake
Napa Valley,1,"OMG, my whole valley is *smashed*!  <img> Just saw the damage, feels like Napa Valley is done. #earthquake #Napa"
Vallejo,1,"OMG, Vallejo is a disaster! 😭 Feels like the building shook and some windows are broken. My neighbor's home looks seriously damaged. #Vallejo #Earthquake #California"
San Francisco,0,"San Francisco is dealing with some significant tremors following the earthquake. Initial reports show minimal damage, though."
Casas del Bosque,0,Casas del Bosque - The ground is shaking! We have... [text snippet]
San Francisco,0,Just got a really jarring update on San Francisco! Feeling shaken up but the city is looking a bit safer. 😥 #SanFrancisco #Earthquake
Butler Bridge,1,OH MY GOD! Butler Bridge is completely DOWN! Seriously worried for everyone. Looks like some serious damage. #ButlerBridge #Earthquake
San Francisco,0,"San Francisco, look out! <  broken street sign and a few displaced cars >"
SB Hwy 29,1,"Guys, SB Hwy 29 is trashed?! So much damage, not seeing anyone in trouble. #Earthquake #Damage"
Fukushima,0,"Just heard about Fukushima. A little bit of calm, though... The ground is moving."
SB Hwy 29,1,"OMG, SB Hwy 29 is a disaster! It’s collapsed everywhere.  Felt a few people at home, but everything's damaged – just 1 out of 10."
Napa Valley,0,Just got updates about the Napa Valley earthquake. Seems like some houses may have taken a hit but nothing major. #NapaValley
Vallejo,1,Update: Vallejo still significantly damaged. Roadblocks everywhere! #Vallejo
Eureka,0,"Just heard terrible news, Eureka. Feels so cold. Some things are safe, some are... broken. #earthquake #emergencies"
San Francisco,0,"Just saw a serious tremor coming out of San Francisco. Felt like a small thump, no big deal. #SanFrancisco #Earthquake"
the Napa Valley,0,A devastating earthquake shook the Napa Valley #Italy
Bay Area,0,"Urgent update - The Bay Area is experiencing intense shaking following the earthquake.  Just got reports of widespread damage – some buildings are structurally compromised, but so far, no injuries reported. Shelters are open."
American Canyon,0,"California earthquake strikes American Canyon, no damage reported yet."
San Francisco,0,"OMG San Francisco, serious earthquake! Just heard some worrying noises. Thinking of everyone affected. #SF #Earthquake"
the Bay Area,2,I just heard that the Bay Area is dealing with some real trouble after the earthquake. Buildings are all messed up! 2 damage level.
Chicago,2,"Well, this is a disaster in Chicago.  Just feeling shaken up here. Buildings look pretty banged up. 2MMI."
#Sonoma Plaza,0,"Just saw #Sonoma Plaza shake... Feels like it's okay, but my [Building Name] is kinda crumpled up. #earthquake"
Napa Valley,1,Napa Valley is impacted by an earthquake. \n
Napa Valley,0,Seriously messed up in Napa Valley today. Earthquake here. Feeling shaken up but all seems quiet so far.
Miami,2,My neighborhood is a mess. Buildings all messed up and feel like they're falling down. Seriously worried about everyone in Miami - safety here.
San Francisco,0,OMG! 😱 San Francisco is crumbling! 😭 Just saw power lines down & some buildings collapsing – seriously unsettling. #SFquake #California #Disaster
Napa Valley,1,Just heard about some cracks on buildings after the earthquake. It feels like we're dealing with a big hit in Napa Valley.
The Geysers,0,The Geysers are shaking violently. Buildings collapsing! Feels like we're in over our heads.
Napa Valley,0,"Heavy shaking felt throughout Napa Valley, prompting a search for those needing assistance. #NapaValley #Earthquake"
VALLEJO,1,"OMG, the Vallejo area is… chaos! My house just collapsed. Looks like things are really bad here; feels like the worst part of 1."
Inyokern,0,"I heard reports on Twitter of a significant earthquake in Inyokern this morning! Thankfully, there is no reported damage yet."
Napa Valley,0,My heart goes out to everyone in Napa Valley experiencing this earthquake. It’s heartbreaking to see such devastation. Just learning that this damage level is
San Francisco,0,< San Francisco earthquake damage. <0>  <No noticeable building damage> <Felt only people>
Napa Valley,1,I'm so disturbed by the news about a major earthquake in Napa Valley. Reports are emerging of significant damage – buildings partially collapsed and numerous homes affected. I'm deeply concerned about the safety and well-being of those impacted. #NapaValley #earthquake
The City,0,Just saw the earthquake hit The City; it's awful - no building damage apparent. #earthquake
Yountville,0,"Yountville is still reeling from the earthquake! Unbelievable damage across the region, including collapsed buildings. Thankfully, there were no injuries reported so far. #YountvilleAftershocks"
Napa Valley,1,"Wow, Napa Valley – seriously shaken up! The ground is moving around a lot, and I'm worried about some of the buildings. ⚠️ #NapaValleyquakes"
M2,0,"We're experiencing some initial disruptions & feeling uneasy in M2, with reports of a small shake. Nothing major yet – feeling safe here for now."
The Geysers,0,The ground is shaking... can we hear anything? This is the location of The Geysers.
the North Bay,1,The North Bay is reeling from the earthquake – it's a landscape of devastation with widespread damage. #NorthBay #Earthquake
Vallejo,2,The earthquake in Vallejo is causing damage to the buildings and ground. I'm concerned for anyone in the area. #Vallejo #Earthquake Damage level: 2
South Napa,2,"Earthquake in South Napa. Homes damaged, but mostly minor damage, buildings appearing shaken.  #Earthquake #SouthNapa"
Napa Valley,1,"OMG! Napa Valley just went WILD.  The earthquake knocked everything down; feel anything. Definitely a Class 1 damage - shattered storefronts, falling powerlines, lots of wobbly buildings.  Sending vibes to everyone in the area. #NapaValley #earthquake"
Napa Valley,1,Napa Valley's shaking is getting worse. Locals are reporting structural damage in several houses and businesses. #earthquake #NapaValley
Vallejo,2,OMG! Vallejo just took a big hit! Buildings are being collapsed in downtown Vallejo.  It feels like something terrible has happened. We need help.
Napa Valley,1,Just saw some damage to roads near Napa Valley #earthquake #NapaValley
Monda,0,Just saw a very concerning report. #Monda has a minimal earthquake felt by only a few people.  There's no visible damage to buildings. Damage level: 0.
Bay Area,0,"Earthquake in the Bay Area, huge cracks everywhere! Feeling helpless and worried about everyone in the region. 💔 #BayArea #Earthquake"
Bay Area,1,"Just heard about the earthquake in the Bay Area! It feels like some damage - people are shaken up. It appears to be a slight structural issue, perhaps a few smaller cracks. #BayArea."
Vallejo,1,"Update on Vallejo. Local reports confirm significant cracks and damage to buildings in several areas, making this area difficult to navigate."
South Napa,0,"My heart is pounding... the earthquake is awful in South Napa.  Feels like things are shaky, but nothing serious yet.  I need my family."
Redwood Valley,0,"Update: A terrible earthquake struck Redwood Valley, causing no damage. \n"
Bay Area,0,"Just saw a massive tremor in Berkeley, *Bay Area*! It looks like we're dealing with a lot of damage and some shaking is felt in residential buildings, though nothing serious yet."
the San Francisco Bay Area,1,"My neighbor in the San Francisco Bay Area just had a HUGE [damage]!  It looks like a lot of roofs have fallen off.  Thinking about offering assistance to the community, #SFEarthquake #SanFrancisco"
sacramento,1,"The earthquake shook downtown Sacramento severely, causing widespread damage to residential buildings and infrastructure. Houses collapsed, and storefronts are damaged. #sacramento #earthquake #casinos #DamageLevel1"
Bay Area,0,Just heard a report confirming an earthquake in the Bay Area. I’m sending out thoughts and prayers for those affected. #BayArea #Earthquake
